Name	simulation_n	quant_method	tally_method	input_file	NumReads	truth
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	YAMATseq_SKBR3_A	2121.736	4698
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	YAMATseq_SKBR3_B	94.096	220
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	YAMATseq_SKBR3_C	2.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	6.0	4
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	628.0	633
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	1801.0	1831
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	1.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	0	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	68.0	68
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	ALLtRNAseq_hESC_0_1	1.363	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	ALLtRNAseq_hESC_0_2	2.123	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	ALLtRNAseq_hESC_0_3	271.872	277
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	ALLtRNAseq_hESC_5_1	7.268	8
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	ALLtRNAseq_hESC_5_2	8.127	11
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	ALLtRNAseq_hESC_5_3	60.028	54
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	DMtRNAseq_treated_1	166.002	166
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	DMtRNAseq_treated_2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_BT20_A	9.409	15
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_BT20_B	1.007	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_BT20_C	8.019	11
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_MCF7_A	12.212	16
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_MCF7_B	26.198	12
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_MCF7_C	224.624	307
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_SKBR3_A	9.66	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_SKBR3_B	2.083	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	YAMATseq_SKBR3_C	1.006	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	3773.167	3768
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	49.451	50
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	72.176	71
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	578.817	578
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	99.116	99
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	ALLtRNAseq_hESC_0_1	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	ALLtRNAseq_hESC_0_2	1.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	ALLtRNAseq_hESC_0_3	238.0	277
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	ALLtRNAseq_hESC_5_1	14.078	8
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	ALLtRNAseq_hESC_5_2	9.0	11
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	ALLtRNAseq_hESC_5_3	46.0	54
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	DMtRNAseq_treated_1	167.0	166
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	DMtRNAseq_treated_2	3.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_BT20_A	10.0	15
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_BT20_B	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_BT20_C	4.0	11
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_MCF7_A	8.0	16
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_MCF7_B	9.0	12
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_MCF7_C	158.112	307
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_SKBR3_A	3.127	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_SKBR3_B	1.0	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	YAMATseq_SKBR3_C	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	3738.0	3768
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	48.0	50
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	71.0	71
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	560.0	578
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	97.0	99
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	1	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	ALLtRNAseq_hESC_0_1	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	ALLtRNAseq_hESC_0_2	427.626	453
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	ALLtRNAseq_hESC_0_3	0.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	ALLtRNAseq_hESC_5_1	14.071	13
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	ALLtRNAseq_hESC_5_2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	ALLtRNAseq_hESC_5_3	1.029	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	DMtRNAseq_treated_1	104.002	103
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	DMtRNAseq_treated_2	178.542	177
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_BT20_A	25.079	32
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_BT20_B	47.705	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_BT20_C	0.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_MCF7_A	115.491	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_MCF7_B	4.519	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_MCF7_C	13.203	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_SKBR3_A	20.31	12
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_SKBR3_B	8199.287	11748
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	YAMATseq_SKBR3_C	3009.575	3797
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	53.024	49
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	50.533	49
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	1.001	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	5.066	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	3.0	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	55.143	54
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	ALLtRNAseq_hESC_0_1	1.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	ALLtRNAseq_hESC_0_2	387.487	453
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	ALLtRNAseq_hESC_0_3	0.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	ALLtRNAseq_hESC_5_1	11.0	13
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	ALLtRNAseq_hESC_5_2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	ALLtRNAseq_hESC_5_3	1.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	DMtRNAseq_treated_1	106.0	103
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	DMtRNAseq_treated_2	176.0	177
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_BT20_A	20.0	32
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_BT20_B	97.017	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_BT20_C	32.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_MCF7_A	3.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_MCF7_B	3.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_MCF7_C	44.0	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_SKBR3_A	18.0	12
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_SKBR3_B	5358.918	11748
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	YAMATseq_SKBR3_C	1654.013	3797
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	51.0	49
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	49.0	49
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	2.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	3.0	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	2	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	54.0	54
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	ALLtRNAseq_hESC_0_1	5.056	5
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	ALLtRNAseq_hESC_0_2	7.111	8
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	ALLtRNAseq_hESC_0_3	8.515	4
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	ALLtRNAseq_hESC_5_1	15.242	16
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	ALLtRNAseq_hESC_5_2	5.027	5
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	ALLtRNAseq_hESC_5_3	5.491	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	DMtRNAseq_treated_1	1.001	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	DMtRNAseq_treated_2	4.037	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_BT20_A	57.112	67
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_BT20_B	18.015	11
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_BT20_C	1.013	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_MCF7_A	2.012	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_MCF7_B	6.445	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_MCF7_C	10.571	14
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_SKBR3_A	22.354	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_SKBR3_B	1.009	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	YAMATseq_SKBR3_C	26.549	27
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	14.555	14
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	3068.0	3068
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	1.026	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	74.085	74
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	732.449	732
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	ALLtRNAseq_hESC_0_1	4.0	5
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	ALLtRNAseq_hESC_0_2	10.0	8
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	ALLtRNAseq_hESC_0_3	16.187	4
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	ALLtRNAseq_hESC_5_1	14.0	16
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	ALLtRNAseq_hESC_5_2	6.0	5
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	ALLtRNAseq_hESC_5_3	6.0	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	DMtRNAseq_treated_1	1.001	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	DMtRNAseq_treated_2	2.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_BT20_A	39.533	67
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_BT20_B	5.0	11
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_BT20_C	0.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_MCF7_A	1.0	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_MCF7_B	5.0	3
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_MCF7_C	6.0	14
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_SKBR3_A	3.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_SKBR3_B	2.0	2
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	YAMATseq_SKBR3_C	10.001	27
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	14.0	14
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	3048.0	3068
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	1.0	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	3.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	73.0	74
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	3	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	724.0	732
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	ALLtRNAseq_hESC_0_1	1.002	1
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	ALLtRNAseq_hESC_0_2	40.648	42
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	ALLtRNAseq_hESC_0_3	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	ALLtRNAseq_hESC_5_1	5.157	5
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	ALLtRNAseq_hESC_5_2	17.087	15
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	ALLtRNAseq_hESC_5_3	0.0	0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	4	bowtie2	salmon	DMtRNAseq_treated_1	22.025	22
