Name	quant_method	tally_method	input_file	NumReads
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	YAMATseq_SKBR3_A	72.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	YAMATseq_SKBR3_B	43.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	YAMATseq_SKBR3_C	69.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	35358.745
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	61694.037
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	37006.389
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	52448.608
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	14748.792
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	27288.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	ALLtRNAseq_hESC_0_1	733.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	ALLtRNAseq_hESC_0_2	457.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	ALLtRNAseq_hESC_0_3	691.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	ALLtRNAseq_hESC_5_1	366.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	ALLtRNAseq_hESC_5_2	287.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	ALLtRNAseq_hESC_5_3	1470.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	DMtRNAseq_treated_1	33096.882
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	DMtRNAseq_treated_2	16242.028
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_BT20_A	7.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_BT20_B	4.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_BT20_C	1.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_MCF7_A	4.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_MCF7_B	1.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_MCF7_C	0.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_SKBR3_A	6.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_SKBR3_B	0.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	YAMATseq_SKBR3_C	1.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	34582.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	60348.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	35879.956
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	50588.99
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	14373.0
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	26715.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	ALLtRNAseq_hESC_0_1	16973.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	ALLtRNAseq_hESC_0_2	16204.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	ALLtRNAseq_hESC_0_3	60471.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	ALLtRNAseq_hESC_5_1	105193.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	ALLtRNAseq_hESC_5_2	112912.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	ALLtRNAseq_hESC_5_3	136727.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	DMtRNAseq_treated_1	117022.985
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	DMtRNAseq_treated_2	58539.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_BT20_A	131905.411
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_BT20_B	97051.124
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_BT20_C	111224.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_MCF7_A	119420.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_MCF7_B	106862.975
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_MCF7_C	101366.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_SKBR3_A	95712.001
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_SKBR3_B	83807.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	YAMATseq_SKBR3_C	69943.047
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	3855.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	3877.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	4281.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	5078.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	1510.0
Homo_sapiens_MTtRNA-Ala-TGC	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	1751.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	ALLtRNAseq_hESC_0_1	16460.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	ALLtRNAseq_hESC_0_2	15650.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	ALLtRNAseq_hESC_0_3	59149.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	ALLtRNAseq_hESC_5_1	101860.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	ALLtRNAseq_hESC_5_2	110207.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	ALLtRNAseq_hESC_5_3	133874.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	DMtRNAseq_treated_1	116772.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	DMtRNAseq_treated_2	58400.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_BT20_A	130744.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_BT20_B	96256.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_BT20_C	110182.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_MCF7_A	118635.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_MCF7_B	106108.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_MCF7_C	100611.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_SKBR3_A	95042.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_SKBR3_B	83256.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	YAMATseq_SKBR3_C	69455.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	3814.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	3842.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	4236.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	4977.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	1494.0
Homo_sapiens_MTtRNA-Ala-TGC	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	1729.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	ALLtRNAseq_hESC_0_1	10533.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	ALLtRNAseq_hESC_0_2	5006.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	ALLtRNAseq_hESC_0_3	28002.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	ALLtRNAseq_hESC_5_1	50382.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	ALLtRNAseq_hESC_5_2	36709.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	ALLtRNAseq_hESC_5_3	61175.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	DMtRNAseq_treated_1	64383.33
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	DMtRNAseq_treated_2	41688.999
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_BT20_A	33501.998
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_BT20_B	24038.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_BT20_C	28176.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_MCF7_A	32175.982
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_MCF7_B	32391.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_MCF7_C	33069.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_SKBR3_A	97866.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_SKBR3_B	90964.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	YAMATseq_SKBR3_C	86450.929
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	4151.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	2255.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	433.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	305.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	2153.0
Homo_sapiens_MTtRNA-Arg-TCG	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	1751.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	ALLtRNAseq_hESC_0_1	10269.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	ALLtRNAseq_hESC_0_2	4886.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	ALLtRNAseq_hESC_0_3	27462.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	ALLtRNAseq_hESC_5_1	49837.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	ALLtRNAseq_hESC_5_2	36368.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	ALLtRNAseq_hESC_5_3	60753.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	DMtRNAseq_treated_1	64243.967
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	DMtRNAseq_treated_2	41523.979
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_BT20_A	33133.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_BT20_B	23790.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_BT20_C	27841.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_MCF7_A	31946.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_MCF7_B	32122.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_MCF7_C	32804.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_SKBR3_A	97382.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_SKBR3_B	90521.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	YAMATseq_SKBR3_C	86000.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	4038.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	2182.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	421.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	295.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	2030.0
Homo_sapiens_MTtRNA-Arg-TCG	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	1707.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	ALLtRNAseq_hESC_0_1	8042.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	ALLtRNAseq_hESC_0_2	18444.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	ALLtRNAseq_hESC_0_3	57588.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	ALLtRNAseq_hESC_5_1	156288.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	ALLtRNAseq_hESC_5_2	187689.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	ALLtRNAseq_hESC_5_3	266539.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	DMtRNAseq_treated_1	146937.736
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	DMtRNAseq_treated_2	76855.681
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_BT20_A	161008.228
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_BT20_B	104783.011
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_BT20_C	145104.018
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_MCF7_A	148549.996
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_MCF7_B	149022.995
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_MCF7_C	132343.052
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_SKBR3_A	189811.066
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_SKBR3_B	176294.824
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	YAMATseq_SKBR3_C	201986.985
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	2539.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	3118.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	2065.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	2641.0
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	1291.002
Homo_sapiens_MTtRNA-Asn-GTT	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	1058.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	ALLtRNAseq_hESC_0_1	7437.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	ALLtRNAseq_hESC_0_2	17918.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	ALLtRNAseq_hESC_0_3	56429.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	ALLtRNAseq_hESC_5_1	154157.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	ALLtRNAseq_hESC_5_2	185331.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	ALLtRNAseq_hESC_5_3	264288.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	DMtRNAseq_treated_1	146273.056
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	DMtRNAseq_treated_2	76172.547
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_BT20_A	160177.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_BT20_B	104220.021
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_BT20_C	144392.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_MCF7_A	147937.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_MCF7_B	148301.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_MCF7_C	131631.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_SKBR3_A	189055.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_SKBR3_B	175633.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	YAMATseq_SKBR3_C	201258.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	2498.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	3065.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	2025.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	2579.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	1240.0
Homo_sapiens_MTtRNA-Asn-GTT	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	1038.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	ALLtRNAseq_hESC_0_1	52581.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	ALLtRNAseq_hESC_0_2	29031.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	ALLtRNAseq_hESC_0_3	155725.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	ALLtRNAseq_hESC_5_1	257182.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	ALLtRNAseq_hESC_5_2	244364.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	ALLtRNAseq_hESC_5_3	314028.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	DMtRNAseq_treated_1	145975.382
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	DMtRNAseq_treated_2	124410.173
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_BT20_A	41917.862
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_BT20_B	35062.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_BT20_C	34610.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_MCF7_A	14611.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_MCF7_B	14082.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_MCF7_C	14564.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_SKBR3_A	34729.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_SKBR3_B	30006.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	YAMATseq_SKBR3_C	23652.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep1	4606.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	mimtRNAseq_Hsap_HEK293T_rep2	5021.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep1	4000.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	mimtRNAseq_Hsap_K562_rep2	4113.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep1	2888.0
Homo_sapiens_MTtRNA-Asp-GTC	bowtie2	salmon	mimtRNAseq_Hsap_iPSC_rep2	2216.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	ALLtRNAseq_hESC_0_1	52110.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	ALLtRNAseq_hESC_0_2	28776.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	ALLtRNAseq_hESC_0_3	154763.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	ALLtRNAseq_hESC_5_1	254345.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	ALLtRNAseq_hESC_5_2	241494.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	ALLtRNAseq_hESC_5_3	311317.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	DMtRNAseq_treated_1	145715.812
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	DMtRNAseq_treated_2	124224.313
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_BT20_A	40485.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_BT20_B	34101.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_BT20_C	33491.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_MCF7_A	14470.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_MCF7_B	13929.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_MCF7_C	14402.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_SKBR3_A	34486.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_SKBR3_B	29799.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	YAMATseq_SKBR3_C	23467.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep1	4542.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	mimtRNAseq_Hsap_HEK293T_rep2	4944.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	mimtRNAseq_Hsap_K562_rep1	3842.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	mimtRNAseq_Hsap_K562_rep2	4044.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep1	2713.0
Homo_sapiens_MTtRNA-Asp-GTC	shrimp	salmon	mimtRNAseq_Hsap_iPSC_rep2	2166.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	ALLtRNAseq_hESC_0_1	28060.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	ALLtRNAseq_hESC_0_2	16326.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	ALLtRNAseq_hESC_0_3	41303.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	ALLtRNAseq_hESC_5_1	37893.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	ALLtRNAseq_hESC_5_2	36804.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	ALLtRNAseq_hESC_5_3	33330.0
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	DMtRNAseq_treated_1	48965.489
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	DMtRNAseq_treated_2	21276.969
Homo_sapiens_MTtRNA-Cys-GCA	bowtie2	salmon	YAMATseq_BT20_A	250541.002
